e_score,s_score,g_score,total_score,doc_vector
1.79,14.04,11.75,27.57,"[-0.6275100708007812, -0.02120412513613701, 2.210080862045288, 0.1454128921031952, -1.8888529539108276, 0.9116834402084351, -2.5506396293640137, -1.5311847925186157, -0.7610254287719727, -2.5636978149414062, 0.7105410099029541, 0.35337135195732117, 0.6621364951133728, -3.2318499088287354, -2.7502601146698, -0.4214107096195221, 0.5346043705940247, 0.8786948919296265, -2.642737627029419, 2.054523229598999, -1.4705133438110352, 1.9863502979278564, -0.18132083117961884, 5.044923782348633, 1.048512578010559, -0.04500982537865639, -4.6660943031311035, -3.413501262664795, 1.6393376588821411, -4.296836853027344, 3.5376791954040527, 0.4095403850078583, -1.3725669384002686, -1.9503134489059448, 0.8499915599822998, 1.6650559902191162, -0.38022541999816895, 2.3869874477386475, 3.7158541679382324, 0.8872483968734741, 0.702608585357666, -2.8729498386383057, 0.05124026536941528, -3.345505714416504, -2.7307491302490234, -1.6038540601730347, 4.546450614929199, 2.323875665664673, 4.264970302581787, -3.6854617595672607]"
1.87,12.49,11.16,25.51,"[-0.8809832334518433, -0.2905309796333313, 2.096860885620117, 1.2168891429901123, -2.210114002227783, 1.3240973949432373, -3.0331387519836426, -1.9503717422485352, -0.8949973583221436, -2.176267623901367, 0.5083945393562317, 0.2892937660217285, -0.09317207336425781, -3.256424903869629, -2.970207929611206, -0.1804223358631134, 0.6701035499572754, -0.17418016493320465, -2.5334315299987793, 0.8226977586746216, -1.27176034450531, 1.988183617591858, 0.046825725585222244, 5.982742786407471, 0.6858625411987305, 0.5084215998649597, -5.203901290893555, -3.457610607147217, 1.4751473665237427, -3.7687532901763916, 4.069035053253174, -0.47080686688423157, -1.5902504920959473, -1.454725980758667, 0.4973891079425812, 2.6320862770080566, 0.0691908523440361, 2.083859443664551, 3.8304545879364014, 1.1498647928237915, 1.2687879800796509, -2.3318045139312744, -0.052577175199985504, -3.2151241302490234, -2.815981864929199, -1.22954523563385, 4.151921272277832, 2.1572885513305664, 4.2433929443359375, -3.5105278491973877]"
8.57,8.62,8.51,25.57,"[-0.47022077441215515, 1.9303759336471558, -3.2059879302978516, 1.1222010850906372, 0.765267014503479, -2.9539361000061035, -3.048811435699463, -1.420855164527893, -2.304370403289795, 1.6094897985458374, 2.650408983230591, 1.1980690956115723, -1.6021627187728882, -0.27154117822647095, 1.0505322217941284, -1.1732923984527588, -0.9975541234016418, 2.426360607147217, 0.1758854240179062, -1.1831783056259155, 1.4984204769134521, 1.227068305015564, -0.49944794178009033, -4.121089935302734, -1.1153085231781006, -1.32124924659729, -0.24317452311515808, -1.9275338649749756, 0.8795022368431091, -1.111660361289978, -0.6896288394927979, 0.47408056259155273, -1.3873987197875977, -0.6256002187728882, 0.9582113027572632, -3.467421293258667, -1.774580717086792, -2.7498998641967773, 0.24242904782295227, -2.0951836109161377, -1.557390570640564, -2.9916372299194336, -0.9875246286392212, -0.30919206142425537, -0.23726002871990204, -0.8969324231147766, -3.5654799938201904, -2.313140869140625, 2.285303831100464, -1.0321086645126343]"
8.76,8.62,7.96,25.34,"[-0.5364802479743958, 1.5110466480255127, -3.352095365524292, 1.2520041465759277, 0.47970131039619446, -2.0556228160858154, -3.3306195735931396, -1.6446170806884766, -2.516369581222534, 0.9612721800804138, 1.7514293193817139, 0.6637217998504639, -2.317641019821167, -0.5343416333198547, 0.08744926005601883, 0.6117421388626099, -1.0902670621871948, 3.105705976486206, 0.5157793164253235, -0.8758400678634644, 1.2953060865402222, 0.44953805208206177, 0.007440533954650164, -4.316752910614014, -2.0204684734344482, -1.8426557779312134, -0.5846922993659973, -2.4402360916137695, 2.0219645500183105, -1.454673409461975, -0.37442103028297424, 0.25541409850120544, -1.5913368463516235, -0.9052962064743042, 1.8457034826278687, -2.7470178604125977, -1.563254475593567, -2.272916555404663, 0.4239599108695984, -2.4443650245666504, -1.38547682762146, -2.7783758640289307, 0.05834071338176727, -0.47403404116630554, 0.25668132305145264, -1.5094149112701416, -2.9771392345428467, -2.629210948944092, 2.7212202548980713, -0.7299931645393372]"
7.37,8.22,7.14,22.74,"[-0.19863787293434143, 1.2091366052627563, -3.2491466999053955, -0.25144651532173157, 1.1050795316696167, -1.6131258010864258, -4.5510382652282715, -2.0052123069763184, -2.5075812339782715, 0.8884408473968506, 1.54353666305542, 1.2595248222351074, -2.8627731800079346, -1.5453410148620605, 0.03018585592508316, 0.6715788245201111, -1.7276873588562012, 3.350177764892578, 0.8388539552688599, -1.614500641822815, 0.6696016192436218, 0.2776491940021515, 0.04838471859693527, -4.320399761199951, -1.7623916864395142, -2.622002363204956, -1.2303943634033203, -2.400989294052124, 2.709582805633545, -1.5763009786605835, 0.004489641170948744, 0.07204682379961014, -0.7760716676712036, -0.9617147445678711, 1.1441104412078857, -2.6419951915740967, -1.9251614809036255, -2.6624464988708496, 0.860923707485199, -2.202155590057373, -1.0996603965759277, -2.3316140174865723, -0.8169917464256287, -0.5281435251235962, 0.6651545763015747, -1.7659939527511597, -2.986081838607788, -1.7634164094924927, 2.187138795852661, -1.0137685537338257]"
6.53,6.53,6.59,19.66,"[-0.5452399849891663, 1.1301084756851196, -3.2133336067199707, -0.7804703116416931, 0.6990379095077515, -2.4500110149383545, -3.7615349292755127, -1.9170902967453003, -2.110846519470215, 1.1360468864440918, 1.930016279220581, 0.8534313440322876, -2.61521577835083, -1.212761402130127, 0.528069794178009, 0.2523045837879181, -1.092563271522522, 2.7735588550567627, 0.2044757604598999, -1.4013326168060303, 0.09329722821712494, 0.8583474159240723, -0.46641460061073303, -4.538948059082031, -1.7434217929840088, -2.0422980785369873, -1.0467437505722046, -2.0965847969055176, 1.9802178144454956, -1.3684710264205933, -0.41121527552604675, 0.924159586429596, -0.8926998972892761, -1.1815263032913208, 0.8974874019622803, -2.4791479110717773, -2.0990426540374756, -2.6213808059692383, 0.673389732837677, -1.8771347999572754, -2.1699764728546143, -3.1420810222625732, -0.4550349712371826, 0.24945759773254395, 0.28164243698120117, -1.1948620080947876, -2.5599732398986816, -1.6069339513778687, 2.399339199066162, -1.186300277709961]"
2.1,11.32,12.22,25.91,"[0.7835178971290588, -0.36348238587379456, 0.07803086936473846, 1.4975543022155762, -1.3509066104888916, 0.9728152751922607, -2.887242078781128, 0.47030186653137207, -0.5124017000198364, -1.7346822023391724, 1.5708884000778198, 0.9777966141700745, 1.5854543447494507, -2.5689265727996826, -4.594306945800781, -1.0730078220367432, 1.1672325134277344, 1.2491205930709839, -2.218829870223999, 1.16436767578125, -0.05728570371866226, 2.308163642883301, -0.6216145753860474, 3.908918619155884, 1.566117763519287, -0.04194582626223564, -4.456618309020996, -3.1466362476348877, 1.336828351020813, -4.010644912719727, 2.4585320949554443, -0.12663118541240692, -0.35819143056869507, -0.28776970505714417, 1.0207195281982422, 0.42324504256248474, 1.0330374240875244, 2.3609354496002197, 3.209881544113159, 0.5459498167037964, -0.3998630940914154, -0.08346828818321228, 1.3379935026168823, -3.173794984817505, -3.3704416751861572, -1.6863905191421509, 1.4628645181655884, 1.6434367895126343, 3.808192729949951, -2.6284871101379395]"
2.05,11.94,12.66,26.65,"[0.5027479529380798, -1.1905919313430786, 1.1457096338272095, 1.5368918180465698, -0.8440533876419067, 0.8154422044754028, -2.2976863384246826, 0.8832765817642212, -0.7550937533378601, -1.9266924858093262, 0.6915536522865295, 0.4985320270061493, 0.7993731498718262, -3.121671438217163, -3.76102876663208, -0.9372181296348572, 1.4687505960464478, 0.9806116223335266, -2.477454423904419, 0.8249629139900208, -0.8499231934547424, 2.2447257041931152, -0.050851333886384964, 4.335503578186035, 1.8988819122314453, 0.4564194679260254, -3.812283515930176, -3.0036659240722656, 1.4229817390441895, -3.566333293914795, 2.45236873626709, -0.4904562830924988, -1.2236603498458862, -0.6017811894416809, 1.6071361303329468, 0.8281119465827942, 0.6882602572441101, 3.143411636352539, 2.2830002307891846, 1.1575144529342651, -0.27726614475250244, -0.7173343300819397, 1.517939567565918, -3.2543745040893555, -4.026096343994141, -1.64133620262146, 1.9791321754455566, 1.3544872999191284, 3.515353202819824, -2.2060368061065674]"
1.69,13.13,12.11,26.93,"[0.4895510673522949, -0.33581700921058655, 1.0639737844467163, 1.3764195442199707, -1.5704456567764282, 1.663049340248108, -3.8277337551116943, -0.43573641777038574, -0.9822120070457458, -3.2948594093322754, 0.4047887325286865, 0.4181654453277588, 1.1820073127746582, -4.2685723304748535, -4.788265228271484, 1.766241431236267, -0.21281971037387848, 2.0462145805358887, -1.2368160486221313, 1.1285429000854492, -0.5224601030349731, 0.4712844789028168, -0.4606069028377533, 4.778858661651611, -0.26703527569770813, -1.306240200996399, -4.708228588104248, -3.828383207321167, 2.729877233505249, -4.054328918457031, 2.395948886871338, -0.5767107009887695, -0.13707423210144043, -2.0234525203704834, 1.1763070821762085, 0.8040585517883301, 0.6870375275611877, 2.1686148643493652, 2.845956563949585, 0.9381121397018433, -0.23347362875938416, -2.217219591140747, -0.12205767631530762, -3.1087844371795654, -2.9092512130737305, -2.4768946170806885, 2.3373095989227295, 0.8831086754798889, 3.107213258743286, -2.980860948562622]"
5.37,14.5,5.51,26.54,"[1.4228594303131104, -0.8218079209327698, 3.642759323120117, 1.6550499200820923, 0.1517605036497116, 0.6294402480125427, -4.6695637702941895, -2.1619131565093994, -3.7836318016052246, 0.16409513354301453, 4.808783054351807, 0.43597057461738586, 2.6949899196624756, -0.9019937515258789, 0.046255312860012054, 3.0586133003234863, -1.9887524843215942, 3.7633118629455566, -4.183599472045898, 0.7169945240020752, 1.0614793300628662, -1.6371511220932007, 1.3921241760253906, -0.35696128010749817, -1.7400237321853638, 0.6249935626983643, 1.1657365560531616, -1.4024001359939575, 4.706879138946533, -1.302881121635437, 1.4146275520324707, 0.1355845183134079, -0.40817055106163025, -3.0824859142303467, 3.8568737506866455, 1.2720593214035034, -0.5222964882850647, -2.9799816608428955, 0.3657682538032532, -3.259516477584839, -1.4808189868927002, -5.821389675140381, -1.0236603021621704, -1.5323132276535034, -4.163615703582764, -3.3513407707214355, -4.16714334487915, -2.3860280513763428, -0.06254548579454422, -4.139954566955566]"
4.02,14.73,6.04,24.79,"[1.7127450704574585, -0.009078253991901875, 2.9706149101257324, 1.9227266311645508, -0.9829313158988953, -0.23730069398880005, -5.203887939453125, -1.3320918083190918, -3.5347774028778076, -0.24722987413406372, 3.6444523334503174, 0.83664470911026, 3.207581043243408, -2.2296142578125, -1.507279872894287, 4.121570110321045, -3.6644227504730225, 4.839450359344482, -3.6992294788360596, 0.02169407159090042, 1.298337459564209, -1.2288743257522583, 2.026273012161255, -0.8104838132858276, -1.5272133350372314, -0.6298836469650269, 2.743852138519287, -1.6041241884231567, 2.665459632873535, -1.893375039100647, 1.9766545295715332, 0.3982280194759369, -1.990899920463562, -0.5666609406471252, 4.7712836265563965, 0.2507063150405884, -2.9837076663970947, -4.349732875823975, 0.7248072624206543, -1.1071006059646606, -2.0134520530700684, -5.931700229644775, -2.0817065238952637, -2.1941535472869873, -4.142004013061523, -3.3587253093719482, -3.4358654022216797, -3.3295538425445557, 0.7127728462219238, -4.343533039093018]"
3.97,14.63,5.68,24.28,"[1.7701621055603027, -2.2859199047088623, 3.650052309036255, 2.147723913192749, 0.314509779214859, 0.295509934425354, -5.33372688293457, -1.7339452505111694, -3.9404168128967285, -0.8483703136444092, 2.9845900535583496, 0.3256213963031769, 2.699479103088379, -1.8554847240447998, -1.2126535177230835, 4.709422588348389, -3.498598098754883, 3.584021806716919, -4.8090386390686035, -0.12591467797756195, 2.092722177505493, -0.105120949447155, 1.771917462348938, 1.1087725162506104, -0.22647662460803986, -0.24891918897628784, 1.7849935293197632, -2.006652593612671, 4.463368892669678, -0.7311909794807434, 2.452040433883667, -0.9952856302261353, -0.9497725367546082, -1.6525039672851562, 4.353637218475342, 0.46996214985847473, -3.975290536880493, -2.3022284507751465, -0.7499521374702454, -0.45238572359085083, -1.6718147993087769, -5.451478958129883, -1.4189238548278809, -1.514027714729309, -4.622572422027588, -3.3188867568969727, -3.3546500205993652, -2.753891706466675, 1.8469825983047485, -3.7568745613098145]"
3.32,9.11,6.37,18.76,"[-0.2828229069709778, 1.4713701009750366, -5.9617390632629395, 0.7326036095619202, 3.275719404220581, -1.0372623205184937, -2.0405631065368652, 0.9804568290710449, 0.6069363355636597, 2.2729313373565674, 1.5104483366012573, 2.8962883949279785, 3.0819849967956543, 3.5483689308166504, 1.0828465223312378, -2.110316276550293, -0.5298141837120056, 0.8662347197532654, -2.8860580921173096, -3.956580877304077, -3.9048426151275635, 1.9917410612106323, -3.8177013397216797, -3.1837737560272217, -3.9623236656188965, 1.794562578201294, 1.33219575881958, -1.6415079832077026, -3.646268606185913, -0.5901298522949219, 1.1922214031219482, -0.2419772744178772, -3.3980588912963867, 1.470937728881836, 4.138665676116943, 4.02013635635376, 2.2663166522979736, -6.081254482269287, -2.5193774700164795, -2.774291753768921, -1.2148712873458862, -2.4410560131073, 0.965183436870575, 0.319232702255249, 2.614158868789673, 2.0245702266693115, -1.2682833671569824, 2.408674716949463, -1.3646901845932007, 1.189955711364746]"
3.45,9.01,6.29,18.75,"[-0.017861736938357353, 0.7241792678833008, -5.108609676361084, 0.41690683364868164, 3.3934245109558105, -1.416266679763794, -2.014338731765747, 0.7235977053642273, 0.5004818439483643, 3.1771790981292725, 0.8691116571426392, 2.644806146621704, 3.518385887145996, 2.9449048042297363, 1.8597865104675293, -2.295398235321045, 0.004711863584816456, 0.19274656474590302, -3.046947479248047, -4.755590915679932, -3.399787425994873, 1.5911191701889038, -3.324052333831787, -2.519927978515625, -3.3917479515075684, 1.9130985736846924, 0.8451199531555176, -1.823986530303955, -3.0658445358276367, -1.128096103668213, 1.4679012298583984, -0.9137827754020691, -3.9511396884918213, 1.098126769065857, 4.430334091186523, 4.72241735458374, 2.3571979999542236, -6.141892433166504, -2.7650113105773926, -2.7380282878875732, -0.8114690780639648, -2.0182230472564697, 0.522445023059845, -0.04741693660616875, 2.3177247047424316, 2.189586639404297, -1.3303412199020386, 2.4642624855041504, -0.9630114436149597, 1.3773748874664307]"
4.14,8.04,5.97,18.14,"[0.6823601722717285, 0.20027829706668854, -4.508639335632324, 0.9610975980758667, 3.5299160480499268, -1.3307653665542603, -2.013918399810791, -0.3147115111351013, 0.24817870557308197, 2.6519696712493896, 0.9085886478424072, 3.977917194366455, 3.0674729347229004, 2.996941566467285, 1.7743055820465088, -1.475182294845581, -0.4191022515296936, -0.245900958776474, -3.6747210025787354, -3.753481864929199, -2.6011993885040283, 2.374520778656006, -3.9403231143951416, -3.1892027854919434, -3.722898483276367, 2.497034788131714, 1.3312283754348755, -1.70833158493042, -2.35925030708313, -0.31000617146492004, 1.3413811922073364, -0.08357571065425873, -4.079196929931641, 1.1731815338134766, 4.425899505615234, 4.153996467590332, 1.9239312410354614, -4.912085056304932, -3.113048553466797, -2.8242135047912598, -0.7916250228881836, -2.5091183185577393, 0.9571038484573364, 0.44862884283065796, 2.9397101402282715, 2.841432809829712, -1.6950829029083252, 1.901535153388977, -0.1272965967655182, 1.637764811515808]"
14.98,8.88,5.05,28.77,"[0.7191261649131775, 0.8911853432655334, -6.57581901550293, 3.494368076324463, 0.8349325656890869, -3.935817003250122, -0.29314544796943665, 4.464408874511719, -0.07650098949670792, -5.434882640838623, 4.028652191162109, 0.5979788303375244, -0.7712995409965515, -0.8327624797821045, 1.7812474966049194, -0.13039587438106537, -2.6510376930236816, 3.0897068977355957, -1.236235499382019, 0.5387680530548096, -1.7141995429992676, -1.577479362487793, -0.36693906784057617, 2.888417959213257, -2.3378500938415527, -2.2063839435577393, 1.8624402284622192, -5.549319267272949, 0.39627841114997864, 1.8384687900543213, 3.2000949382781982, 0.6161916255950928, -0.20013605058193207, -0.36258113384246826, 0.11101412773132324, -0.05209201201796532, 0.5673773288726807, -2.731377363204956, 3.668142318725586, 3.103567600250244, 0.30697861313819885, -0.6724109649658203, 1.7187399864196777, 0.4114435613155365, 1.5348306894302368, -3.2369229793548584, -0.6666346192359924, 1.807949185371399, 2.3772201538085938, 3.155133008956909]"
13.52,9.07,5.35,27.94,"[0.7052619457244873, -0.1440071016550064, -6.843687534332275, 4.188508987426758, 1.0635526180267334, -1.978258728981018, -1.4051306247711182, 1.9249837398529053, 1.7117911577224731, -4.409022331237793, 3.4126951694488525, -2.1136362552642822, -0.479160338640213, -3.3105721473693848, 0.20291662216186523, -0.4724079668521881, -1.8274123668670654, 4.589019775390625, -1.7168139219284058, 0.01094138715416193, -1.8905216455459595, 0.8530861735343933, -1.6345548629760742, 2.9469733238220215, -3.1182918548583984, -1.8834186792373657, -0.03992345184087753, -3.844935417175293, -0.6433001160621643, 0.45894166827201843, 2.5508358478546143, 1.0698041915893555, -1.1586934328079224, -4.240294456481934, 0.598090410232544, -3.1530709266662598, 2.710986375808716, -3.8271536827087402, 4.345613956451416, 2.617673635482788, -0.13656748831272125, -0.7182604074478149, 0.5865183472633362, -0.5188115835189819, 3.749424695968628, -4.9752631187438965, -0.09366307407617569, 4.280910968780518, 3.524211883544922, 1.8985685110092163]"
